,angle_of_attack,boat_angle,boat_heel,boat_speed,course_error,datetime,rudder_angle,target_angle,wind_direction,wind_speed
0,-173.34318711828894,359.9778537198,1.1073140100005643,4.981574672374348,-80.6158254009544,2018-11-12 16:36:57.800664,0.0,80.5936791207544,186.63466660151107,9.58396734702045
0,-172.52268580882597,359.9548496506756,1.1502034562208232,4.95539703285324,-80.6388294700788,2018-11-12 16:36:57.825261,0.0,80.5936791207544,187.43216384184964,8.865754963284408
0,-172.8221966116993,359.93131900329655,1.1765323689543028,4.9298738343201585,-80.66236011745787,2018-11-12 16:36:57.848811,0.0,80.5936791207544,187.10912239159725,9.446918130467166
0,-173.38274973902358,359.9092597966138,1.1029603341378995,4.913201660836503,-80.6844193241406,2018-11-12 16:36:57.876870,-0.3,80.5936791207544,186.52651005759023,9.60317011791004
0,-173.57966520251608,359.9152587631379,1.1740121720467056,4.905988571866486,-80.67842035761652,2018-11-12 16:36:57.906151,-0.6,80.5936791207544,186.33559356062182,10.537349097144247
0,-174.41033415371305,359.9553225794425,0.9404023278909653,4.889249203957322,-80.63835654131191,2018-11-12 16:36:57.928925,-0.8999999999999999,80.5936791207544,185.54498842572946,9.687210742025782
0,-173.65776733668247,0.02380373754260745,0.9762663785576646,4.864815417242265,-80.5698753832118,2018-11-12 16:36:57.960942,-1.2,80.5936791207544,186.36603640086017,8.864815192568795
0,-173.76798777038374,0.12075350859756225,0.9902899479429788,4.840992475195085,-80.47292561215684,2018-11-12 16:36:57.992378,-1.5,80.5936791207544,186.35276573821383,9.151459456047483
0,-174.6231340360368,0.2497597593385121,0.8111761757451337,4.81722876324195,-80.34391936141589,2018-11-12 16:36:58.021275,-1.8,80.5936791207544,185.62662572330171,8.68269954809738
0,-174.12476848298468,0.4067989636473358,0.8190515583943244,4.7871069294876145,-80.18688015710707,2018-11-12 16:36:58.049285,-2.1,80.5936791207544,186.28203048066263,8.023771955063003
0,-173.69631095608145,0.5893936068553125,0.9231923915251561,4.757738141577137,-80.00428551389909,2018-11-12 16:36:58.072163,-2.4,80.5936791207544,186.89308265077386,8.432675307718252
0,-173.87694823904468,0.7980345816346422,0.9865228008186392,4.7365921314215855,-79.79564453911976,2018-11-12 16:36:58.093736,-2.6999999999999997,80.5936791207544,186.92108634258997,9.278658091624292
