,angle_of_attack,boat_angle,boat_heel,boat_speed,course_error,datetime,rudder_angle,target_angle,wind_direction,wind_speed
0,-5.645896635703139,0,0,0,-150.3457419742507,2018-11-12 16:37:20.897279,0,150.3457419742507,354.3541033642969,7.31612854954453
0,-5.424786378800718,0,0,0,-150.3457419742507,2018-11-12 16:37:20.914468,0,150.3457419742507,354.5752136211993,7.31612854954453
0,-5.424786378800718,0,0,0,-150.3457419742507,2018-11-12 16:37:20.931194,0,150.3457419742507,354.5752136211993,7.31612854954453
0,-5.424786378800718,0,0,0,-150.3457419742507,2018-11-12 16:37:20.949296,0,150.3457419742507,354.5752136211993,7.31612854954453
0,-5.681041618474978,0,0,0,-150.3457419742507,2018-11-12 16:37:20.966786,0,150.3457419742507,354.318958381525,7.31612854954453
0,-6.048091719939521,0,0,0,-150.3457419742507,2018-11-12 16:37:20.984041,0,150.3457419742507,353.9519082800604,7.31612854954453
0,-5.424786378800718,0,0,0,-150.3457419742507,2018-11-12 16:37:21.001683,0,150.3457419742507,354.5752136211993,7.31612854954453
0,-5.7758770365034025,0,0,0,-150.3457419742507,2018-11-12 16:37:21.019408,0,150.3457419742507,354.2241229634966,7.31612854954453
0,-6.614625983965425,0,0,0,-150.3457419742507,2018-11-12 16:37:21.037168,0,150.3457419742507,353.3853740160346,7.31612854954453
0,-7.136268242791175,0,0,0,-150.3457419742507,2018-11-12 16:37:21.053224,0,150.3457419742507,352.8637317572088,7.31612854954453
0,-7.424786378800718,0,0,0,-150.3457419742507,2018-11-12 16:37:21.071149,0,150.3457419742507,352.5752136211993,7.31612854954453
0,-7.01020151294324,0,0,0,-150.3457419742507,2018-11-12 16:37:21.089763,0,150.3457419742507,352.98979848705676,7.31612854954453
0,-7.068712603367885,0,0,0,-150.3457419742507,2018-11-12 16:37:21.105535,0,150.3457419742507,352.93128739663206,7.31612854954453
0,-6.124002506536954,0,0,0,-150.3457419742507,2018-11-12 16:37:21.121690,0,150.3457419742507,353.8759974934631,7.31612854954453
0,-6.349406564975766,0,0,0,-150.3457419742507,2018-11-12 16:37:21.139787,0,150.3457419742507,353.65059343502423,7.31612854954453
0,-6.533162422733767,0,0,0,-150.3457419742507,2018-11-12 16:37:21.157828,0,150.3457419742507,353.4668375772663,7.31612854954453
0,-7.424786378800718,0,0,0,-150.3457419742507,2018-11-12 16:37:21.173602,0,150.3457419742507,352.5752136211993,7.31612854954453
0,-6.6709802742707325,0,0,0,-150.3457419742507,2018-11-12 16:37:21.189588,0,150.3457419742507,353.32901972572927,7.31612854954453
0,-5.872392415488548,0,0,0,-150.3457419742507,2018-11-12 16:37:21.205904,0,150.3457419742507,354.12760758451145,7.31612854954453
0,-6.724362644254029,0,0,0,-150.3457419742507,2018-11-12 16:37:21.223253,0,150.3457419742507,353.27563735574597,7.31612854954453
0,-6.079499573397925,0,0,0,-150.3457419742507,2018-11-12 16:37:21.238912,0,150.3457419742507,353.92050042660213,7.31612854954453
0,-6.602350756424812,0,0,0,-150.3457419742507,2018-11-12 16:37:21.254719,0,150.3457419742507,353.39764924357513,7.31612854954453
0,-6.20188170592462,0,0,0,-150.3457419742507,2018-11-12 16:37:21.271582,0,150.3457419742507,353.7981182940754,7.31612854954453
0,-6.13522904216245,0,0,0,-150.3457419742507,2018-11-12 16:37:21.288505,0,150.3457419742507,353.86477095783755,7.31612854954453
0,-6.373330144428792,0,0,0,-150.3457419742507,2018-11-12 16:37:21.304547,0,150.3457419742507,353.62666985557127,7.31612854954453
0,-6.2473257706888035,0,0,0,-150.3457419742507,2018-11-12 16:37:21.321438,0,150.3457419742507,353.75267422931125,7.31612854954453
0,-6.026986678012463,0,0,0,-150.3457419742507,2018-11-12 16:37:21.338056,0,150.3457419742507,353.9730133219876,7.31612854954453
0,-6.974310095618421,0,0,0,-150.3457419742507,2018-11-12 16:37:21.353875,0,150.3457419742507,353.02568990438164,7.31612854954453
0,-7.424786378800718,0,0,0,-150.3457419742507,2018-11-12 16:37:21.370982,0,150.3457419742507,352.5752136211993,7.31612854954453
0,-6.573148791930066,0,0,0,-150.3457419742507,2018-11-12 16:37:21.387661,0,150.3457419742507,353.42685120806993,7.31612854954453
0,-7.3869979176135985,0,0,0,-150.3457419742507,2018-11-12 16:37:21.403417,0,150.3457419742507,352.61300208238634,7.31612854954453
0,-7.2048619649067405,0,0,0,-150.3457419742507,2018-11-12 16:37:21.419637,0,150.3457419742507,352.7951380350932,7.31612854954453
