,angle_of_attack,boat_angle,boat_heel,boat_speed,course_error,datetime,rudder_angle,target_angle,wind_direction,wind_speed
0,-40.23638568722771,359.8969005659317,5.154971703416368,2.0997323875281584,130.91604170110816,2018-09-20 15:20:44.204882,0.0,228.9808588648235,319.66051487870396,7.963618932658208
0,-41.07551217317638,359.79931224462047,4.879416065559328,2.0422953296116546,130.818453379797,2018-09-20 15:20:44.227630,0.0,228.9808588648235,318.7238000714441,7.4117396396136055
0,-40.99146538444495,359.69561207991865,5.185008235090685,2.1073053953686927,130.71475321509513,2018-09-20 15:20:44.250254,0.0,228.9808588648235,318.7041466954737,7.888203649564952
0,-41.605111007834864,359.601870755729,4.687066209482325,2.002042003307997,130.6210118909055,2018-09-20 15:20:44.274456,0.0,228.9808588648235,317.99675974789415,7.045937627243705
0,-42.10265119273885,359.50813517239584,4.6867791666595275,2.0027020247037504,130.52727630757238,2018-09-20 15:20:44.299476,0.0,228.9808588648235,317.405483979657,6.977760144958692
0,-42.32467634441798,359.41622551498756,4.595482870413507,1.9835226572372728,130.43536665016404,2018-09-20 15:20:44.322870,0.0,228.9808588648235,317.0915491705696,6.813006660857622
0,-42.35887498944595,359.32435789353946,4.593381072406067,1.9831227773279876,130.343499028716,2018-09-20 15:20:44.346272,0.0,228.9808588648235,316.9654829040935,6.805451420705041
0,-42.92353216893076,359.2277116135679,4.832313998578279,2.035029526403449,130.24685274874446,2018-09-20 15:20:44.367477,0.0,228.9808588648235,316.30417944463716,7.082846914855526
0,-43.28129214557805,359.1342363609524,4.673762630776348,2.001662714384836,130.15337749612888,2018-09-20 15:20:44.389247,0.0,228.9808588648235,315.85294421537435,6.805451420705041
0,-43.52362893920446,359.04034277514734,4.6946792902530445,2.006503744933091,130.05948391032382,2018-09-20 15:20:44.411767,0.0,228.9808588648235,315.5167138359429,6.805451420705041
0,-42.51085296978539,358.9454273943105,4.7457690418401,2.015905893748672,129.964568529487,2018-09-20 15:20:44.432270,0.0,228.9808588648235,316.4345744245251,7.010515580856667
0,-41.60141694872874,358.84834349200815,4.8541951151171645,2.0376988147167294,129.8674846271847,2018-09-20 15:20:44.453836,0.0,228.9808588648235,317.2469265432794,7.297228156206609
0,-42.192064463314125,358.7422395940215,5.305194899333497,2.134886016728988,129.76138072919798,2018-09-20 15:20:44.474536,0.0,228.9808588648235,316.5501751307074,7.883035139640146
0,-42.29690891653519,358.63358886823016,5.432536289566381,2.1622491926454774,129.65273000340665,2018-09-20 15:20:44.497681,0.0,228.9808588648235,316.336679951695,8.055672326483725
0,-42.89870832021245,358.52277079801894,5.540903510561958,2.186443285800585,129.54191193319548,2018-09-20 15:20:44.519044,0.0,228.9808588648235,315.6240624778065,8.123063262169277
0,-43.702274800776195,358.4053056810717,5.873255847362292,2.258980936762016,129.42444681624818,2018-09-20 15:20:44.540680,0.0,228.9808588648235,314.7030308802955,8.482561262740601
0,-43.801918930205204,358.2938136072751,5.574603689827042,2.195273779657294,129.31295474245167,2018-09-20 15:20:44.562429,0.0,228.9808588648235,314.4918946770699,8.037544797139198
0,-43.15316066762921,358.188721540234,5.254603352055972,2.125688057572857,129.20786267541052,2018-09-20 15:20:44.584274,0.0,228.9808588648235,315.0355608726048,7.6677311589730905
